^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS111
!dataset_title = Steady-state temperature (y14)
!dataset_description = Samples collected from cells grown continuously at 15°C, 17°C, 21°C, 25°C, 29°C, 33°C and 36°C. Included as part of a detailed characterization of global expression programs triggered by stress.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 11102521
!dataset_platform = GPL54
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = spotted DNA/cDNA
!dataset_feature_count = 9216
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 2
!dataset_sample_count = 8
!dataset_value_type = log ratio
!dataset_reference_series = GSE18
!dataset_order = ordered
!dataset_update_date = Nov 03 2005
^SUBSET = GDS111_1
!subset_dataset_id = GDS111
!subset_description = 15°C
!subset_sample_id = GSM1041
!subset_type = temperature
^SUBSET = GDS111_2
!subset_dataset_id = GDS111
!subset_description = 17°C
!subset_sample_id = GSM1047
!subset_type = temperature
^SUBSET = GDS111_3
!subset_dataset_id = GDS111
!subset_description = 21°C
!subset_sample_id = GSM1042
!subset_type = temperature
^SUBSET = GDS111_4
!subset_dataset_id = GDS111
!subset_description = 25°C
!subset_sample_id = GSM1043
!subset_type = temperature
^SUBSET = GDS111_5
!subset_dataset_id = GDS111
!subset_description = 29°C
!subset_sample_id = GSM1044
!subset_type = temperature
^SUBSET = GDS111_6
!subset_dataset_id = GDS111
!subset_description = 33°C
!subset_sample_id = GSM1045
!subset_type = temperature
^SUBSET = GDS111_7
!subset_dataset_id = GDS111
!subset_description = 36°C
!subset_sample_id = GSM1046,GSM1055
!subset_type = temperature
^DATASET = GDS111
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1041 = Value for GSM1041: steady state 15 dec C; src: pool; src: 15 deg C
#GSM1047 = Value for GSM1047: steady state 17 dec C; src: pool; src: 17 deg C
#GSM1042 = Value for GSM1042: steady state 21 dec C; src: pool; src: 21 deg C
#GSM1043 = Value for GSM1043: steady state 25 dec C; src: pool; src: 25 deg C
#GSM1044 = Value for GSM1044: steady state 29 dec C; src: pool; src: 29 deg C
#GSM1045 = Value for GSM1045: steady state 33 dec C; src: pool; src: 33 deg C
#GSM1046 = Value for GSM1046: steady state 36 dec C; src: pool; src: 36 deg C
#GSM1055 = Value for GSM1055: steady state 36 dec C: y14n095; src: pool; src: 36 deg C
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1041	GSM1047	GSM1042	GSM1043	GSM1044	GSM1045	GSM1046	GSM1055
4476	VHS1	0.74	0.479	-0.204	-0.312	-0.104	-0.173	null	0.118
4477	ASC1	0.292	0.75	0.586	0.289	0.675	-0.291	null	0.331
4478	ALD3	-0.652	null	0	0.193	0	null	null	null
4479	SIP18	0.334	0.064	-0.322	-0.295	-0.115	-0.959	null	0.518
4480	GTO3	1.446	1.247	-0.841	-0.975	-0.821	-0.723	null	0.595
4481	ZDS1	-0.063	-0.437	0.086	0.069	-0.09	0.276	null	-0.404
4482	YOL053C	0.857	0.828	-1.436	-1.913	-1.553	-0.69	null	0.625
4483	TIF4631	-0.059	-0.977	0.212	0.039	-0.036	0.637	null	-1.392
4484	NPR3	-0.933	-0.476	-0.39	-0.536	-0.348	0.632	null	0.129
4485	ECM29	-0.313	-0.801	-0.322	0.051	-0.652	0.406	null	-0.179
4486	EFM1	-0.469	-0.257	-0.191	0.202	0.04	0.327	null	-0.11
4487	MAS2	-0.167	-0.008	-0.067	-0.214	-0.138	-0.026	null	-0.19
4488	SLT2	0.342	0.153	0.01	0.172	0	-0.379	null	-0.353
4489	YML117W-A	-0.026	-0.857	-0.245	-0.315	-0.25	0	-0.166	0.306
4490	YMR045C	-0.57	-2.354	0.243	0.627	0.692	2.102	0.311	-0.216
4491	YMR052C-A	0	0	-0.212	-0.312	-0.138	-0.759	0.054	-0.109
4492	YMR086C-A	0.032	-0.827	-0.147	-0.755	-0.1	-0.322	-0.382	0.222
4493	YMR135W-A	-0.366	-0.572	-0.398	-0.404	-0.152	-0.238	0.049	-0.503
4494	RPS16A	-0.178	0.509	0.51	0.181	0.291	-0.383	0.044	0.032
4495	AVL9	-0.177	-0.854	-0.267	-0.134	0.324	0.697	-0.028	0.194
4496	RRN5	0.459	0.107	-0.322	-1.222	-0.807	0	0	null
4497	KAP95	0.077	-0.714	0.141	-0.011	0.242	0.598	0.259	0.606
4498	STP3	0.518	0.187	0.009	-0.214	-0.048	-0.027	null	0.806
4499	BDF1	-0.318	-0.866	0.025	-0.197	0.351	0.285	null	0.317
4500	YLR446W	-0.407	0.115	0.047	-0.32	0.229	-0.224	null	0.417
4501	NORF 98	-0.893	-0.957	-0.515	-0.222	1.322	0	null	null
4502	NORF 100	-1.585	1.585	-1.222	1.322	-0.737	-1	null	null
4503	NORF 102	-0.436	1.193	0.348	-0.459	0.126	0	null	1
4504	NORF 104	-0.459	0.363	-0.162	-0.329	-0.312	-0.047	null	0.61
4505	NORF 106	-0.459	null	-4.248	null	-0.585	null	null	-0.541
4506	NORF 109	0.126	0.585	-0.107	-0.637	-0.193	0	null	-1.415
4507	EMPTY	null	1.807	null	-1.807	1	1	null	null
4508	EMPTY	null	-1	0.415	null	null	1.17	null	-1.078
4509	EMPTY	1	1	0	null	null	-2.322	null	-4.322
4510	EMPTY	null	0.585	null	null	-1	-0.415	null	null
4511	EMPTY	null	0.807	-1	null	-1	null	null	null
4512	EMPTY	null	1.907	-1	0.585	-3.585	1	null	null
4513	YCR001W	0.207	-0.05	0.09	-0.134	-0.075	0.025	0.304	0.389
4514	PMP1	0.566	0.856	0.115	-0.47	-0.107	-0.421	0.441	0.442
4515	DBP10	-0.126	-0.027	0.159	0.13	0.452	0.338	0.488	0.408
4516	AHK1	0.241	-0.415	0.02	0.213	-0.037	-0.256	-0.193	0.124
4517	ATG20	0.176	-0.525	-0.202	-0.129	-0.204	1.059	0.04	null
4518	ACK1	0.168	0.111	0.081	0.139	-0.057	-0.102	-0.247	0.15
4519	EMPTY	0.297	-0.172	0.206	0.429	0.249	0.175	-0.092	0.084
4520	EMPTY	0.499	0.261	0.392	0.501	0.295	-0.358	-0.154	-0.326
4521	EMPTY	0.482	0.268	0.38	0.375	0.241	0.146	-0.141	0.125
4522	EMPTY	-0.144	-0.272	-0.163	0.245	0.114	0.19	null	0.093
4523	EMPTY	-0.151	0.335	0.139	0.231	0.351	-0.241	null	0.216
4524	EMPTY	-0.022	-0.226	0.07	0.054	-0.217	0.237	null	0.111
4525	EMPTY	0.402	-0.333	-0.419	-0.632	-0.656	-0.279	null	0.67
4526	EMPTY	0.421	-0.808	-0.526	-0.124	0.314	0.393	null	0.939
4527	EMPTY	0.062	-0.193	-0.348	-0.341	-0.681	-0.467	null	0.295
4528	EMPTY	-0.212	-0.058	-0.554	-0.252	0.033	-0.159	null	0.04
4529	EMPTY	0.131	-0.49	-0.042	0.097	-0.275	-0.422	null	-0.326
4530	EMPTY	0.968	-0.085	-0.716	-0.854	0	-0.888	null	-0.65
4531	EMPTY	0.139	-0.5	0.018	0.065	0.237	0.614	null	-0.59
4532	EMPTY	0.215	-0.021	0.157	-0.032	0.382	0.336	null	0.009
4533	EMPTY	0.224	-0.237	-0.141	-0.232	0.094	0.523	null	-0.109
4534	EMPTY	-0.015	-0.141	0.073	-0.063	0.384	0.106	null	-0.097
4535	EMPTY	-0.81	-0.06	0.156	-0.097	0.521	-0.167	null	-0.075
4536	EMPTY	-0.469	-0.322	-0.193	-0.322	0.087	0.263	null	null
4537	ZRG17	1.222	0.678	-1.585	0	-1.322	null	null	0.663
4538	COQ2	-1.379	0.193	0	null	1	-0.415	0	null
4539	MVD1	0.064	-0.199	0.385	0.353	0.139	-0.253	-0.439	-0.281
4540	PET494	-0.126	-0.928	0.069	-0.133	-0.008	0.073	0.281	-0.085
4541	FPK1	0.146	0.022	-0.184	0.013	-0.183	0.266	0.313	0.358
4542	MSO1	-0.134	-0.387	0.084	0.053	-0.002	0.111	0.19	0.125
4543	YOL057W	null	null	1.585	null	null	0	null	-0.948
4544	GPD2	-0.415	0.459	0.585	null	null	null	null	null
4545	PRS5	0	null	-2	-2.322	0	null	null	null
4546	CRT10	null	1.322	0	1	1.585	-2.322	null	0.1
4547	INP54	null	null	null	null	null	null	null	null
4548	RTG1	-1.322	null	0	-0.737	-1	null	null	0.753
4549	YOL153C	-1	-1	null	-0.032	null	1	null	null
4550	HPF1	null	0.585	-1.322	0	null	-0.737	null	null
4551	IMA2	0	3.17	-1	0	null	1	null	1.7
4552	YOL159C	1	0.485	0	0	null	1	null	null
4553	PAU20	null	null	null	null	null	-1.807	null	null
4554	YOL163W	null	null	null	-0.737	null	null	null	null
4555	WHI5	1	null	-1.585	-0.585	null	null	null	null
4556	OST3	null	2.585	null	null	null	-2.17	null	null
4557	YVC1	null	null	1	null	null	-0.678	null	null
4558	VPS21	null	null	-1.585	null	null	null	null	null
4559	TMA46	-1.322	0.193	null	0.585	1	null	null	null
4560	CMR2	null	-0.322	-0.585	-1.585	null	null	null	null
4561	SYC1	-0.956	0.142	0.06	0.314	0.193	-0.098	0.31	0.428
4562	LAS17	0.123	-0.91	0.207	0.283	0.283	0.134	0.191	0.202
4563	FYV12	-0.918	-0.911	-0.107	-0.778	-0.107	0.515	-0.415	0.315
4564	GSP2	0.447	0.334	-0.43	-0.931	-0.514	-0.301	0.931	0.993
4565	TUF1	0.052	0.362	0.212	0.294	0.247	-0.112	0.498	0.14
4566	IES4	-0.057	0.265	0.202	0.311	0.396	-0.303	-0.807	-0.031
4567	RIM20	-0.131	-0.172	-0.004	-0.063	0.238	0.441	0.409	0.622
4568	YOR277C	-0.054	0.666	0.409	0.477	0.403	-0.15	-0.41	-0.452
4569	RFM1	0	0.592	0.22	0.393	0.029	-0.509	0	0.494
4570	PLP2	-0.105	0.205	0.37	0.084	0.539	-0.431	null	-0.416
4571	YOR283W	-0.23	0.291	0.085	-0.024	0.407	-0.305	null	0.118
4572	RDL1	0.317	0.217	-0.077	-0.335	0.138	-0.497	null	0.543
4573	GPB1	-0.348	-0.222	0.363	-0.663	1.222	-0.208	null	-0.585
4574	NUD1	-0.7	-0.678	-1.415	0.241	-2.322	1.585	null	null
4575	GDH1	0.402	0.658	0.617	0.545	0.144	-0.747	null	-0.197
4576	ATF1	-0.773	-0.415	-0.576	0.19	0.131	0.391	null	0.652
4577	YOR379C	-0.585	-0.948	-0.553	-0.652	-0.337	0.752	null	0.276
4578	FRE3	0	null	0	-0.515	-0.585	0.515	null	0.837
4579	YPL073C	-0.206	-1.222	-1.322	-0.663	-0.17	-0.263	null	-1.379
4580	GCR1	-0.543	-0.705	-0.387	-0.105	-0.244	0.515	null	0.132
4581	YPL077C	-0.678	0.126	-0.17	-0.365	0.415	0.279	null	0.126
4582	RPL21B	-0.707	0.479	0.392	0.317	0.616	0.016	null	-0.266
4583	RPS9A	0.048	0.654	0.216	-0.234	0.097	-0.058	null	-0.033
4584	SEN54	-0.295	-0.316	-0.222	-0.146	0.424	0.257	null	-0.244
4585	MEX67	-0.143	-0.347	0.22	0.369	0.294	0.502	0.195	0.415
4586	OYE3	-0.17	-0.082	-2	null	0.415	0.737	1.415	null
4587	MRPL40	0.234	0.617	-0.072	0.202	0.131	-0.322	0.25	0.322
4588	SPT14	0.155	0.241	-0.009	-0.162	0.186	0.087	0.233	0.291
4589	CUP9	0.389	0.379	-0.1	0.012	0	0.325	0.476	0.289
4590	PPQ1	0.616	0.24	0.2	0.336	0.186	0.336	-0.1	0.072
4591	DIP5	-0.498	-0.986	-0.141	0.404	0.559	0.538	0.722	0.679
4592	ACM1	-0.234	-0.263	0.19	0.013	0.601	-0.315	-0.331	-0.52
4593	KAR9	0.934	-0.237	-0.045	0.091	0.051	-0.085	-0.208	-0.01
4594	ATP15	0.415	0.933	-0.183	-0.199	0.078	-0.494	null	0.446
4595	SAM4	-0.302	0.092	0.362	0.469	0.544	-0.108	null	0.3
4596	FDH2	null	-0.415	-0.415	null	null	null	null	null
4597	YPR078C	0.492	0.531	-0.431	-0.64	-0.042	-0.657	null	0.772
4598	TEF1	0.177	0.258	0.593	0.534	0.45	0.242	null	0.089
4599	DIB1	-0.177	0.512	-0.061	0.114	0.379	-0.11	null	0.514
4600	YPR084W	0.196	-0.022	-0.099	-0.297	0.275	-0.162	null	0.25
4601	SUA7	0.149	0.296	0.164	-0.137	0.348	0.017	null	-0.046
4602	SRP54	-0.063	0.106	0.097	-0.192	0.362	0.492	null	-0.102
4603	YPR174C	0.183	0.15	-0.004	0.182	0.199	0	null	-0.209
4604	BET2	0.126	0.551	-0.054	-0.31	0.345	0.294	null	0.359
4605	PRP4	0.032	0.337	-0.103	-0.074	0.16	-0.107	null	0.885
4606	AOS1	-0.302	0.139	-0.17	0.136	0.113	-0.069	null	0.025
4607	SMX3	-0.071	0.509	-0.071	-0.133	0.386	-0.374	null	0.144
4608	GDB1	1.129	-0.447	-1.138	-0.556	-0.305	0.469	null	0.222
4609	SS DNA	-0.401	-0.336	-0.795	-0.447	0.115	-0.29	-0.466	-0.377
4610	COT1	-1.354	-0.57	-1.874	-1.926	-0.312	-1.755	-0.515	-0.179
4611	POLY A	null	null	null	null	1	null	-1	null
4612	PNCA	-0.363	0	-1.807	0.263	-0.29	-0.585	0.485	-0.45
4613	EMPTY	-0.427	-0.311	-0.721	-0.596	-0.626	-0.916	-0.771	-0.432
4614	EMPTY	-0.48	-0.521	-1.115	-0.684	-0.193	-1.248	-0.778	-0.666
4615	EMPTY	-0.585	-2	-1.585	null	null	-1	null	null
4616	EMPTY	-2.585	null	null	-1	-1.585	-1	null	1
4617	EMPTY	null	1.485	0	1	-1	null	0.322	0
4618	EMPTY	null	null	-2	null	null	-1.585	1.7	null
4619	EMPTY	-3.459	-1.585	null	-0.585	null	0	-2.322	-0.372
4620	EMPTY	null	-1.807	null	null	-1.585	-2	-0.222	null
4621	EMPTY	null	0	0	null	2.322	null	null	null
4622	EMPTY	null	-2.459	-1.585	2	-0.585	null	null	-1.181
4623	EMPTY	-1	null	-0.186	-0.485	null	null	null	-1.807
4624	EMPTY	null	null	null	null	null	null	null	null
4625	EMPTY	null	null	-2.322	-0.322	-1.585	-2	2.322	null
4626	EMPTY	null	null	0.415	0	-0.415	null	0	null
4627	EMPTY	null	-0.222	-1.222	null	0.585	-1.585	0	null
4628	EMPTY	-2	-0.893	null	-1.138	null	null	null	0.502
4629	EMPTY	null	-0.585	null	-0.415	-0.678	null	-1.585	null
4630	EMPTY	null	2	null	-1.17	0	null	0	null
4631	EMPTY	1	null	null	null	-1.585	null	1.585	null
4632	EMPTY	-1.585	null	-1.585	-2	null	1	-1.17	null
4633	GEM1	-0.197	-0.603	-0.528	-0.166	0.181	0.254	0.12	-0.151
4634	OAF1	-0.766	-0.939	-0.874	-1	-0.263	-0.363	-0.348	-1
4635	ACS1	0.077	0.047	-0.842	-0.105	-0.121	-0.135	0.059	-0.461
4636	GPB2	-0.441	-0.7	-0.893	-1	0	-0.372	-0.71	-0.637
4637	ECM1	-0.147	0.576	0.123	0.309	0.303	-0.292	-0.253	-0.468
4638	BDH2	0.03	0.048	-0.654	-0.37	0.062	0.336	0.624	0.128
4639	URA7	0.052	0.044	0.408	0.659	0.568	0.181	-0.181	-0.272
4640	PRE7	0.168	0.672	0.22	0.362	0.426	0.302	0.239	-0.062
4641	ECM13	-0.568	-0.467	-1	-0.17	-0.515	-1.054	-0.126	-0.269
4642	COR1	0.005	-0.109	-0.211	-0.22	0.178	0.684	0.536	0.12
4643	EDE1	0.226	-0.666	-0.247	0.302	-0.222	0.71	0.213	-1.29
4644	MOH1	0.418	0.319	-0.511	-0.172	-0.122	-0.355	0.189	-0.151
4645	GAL7	-0.531	-0.133	-0.914	-0.521	-0.126	0.396	0.276	-0.379
4646	GAL1	-0.319	-0.457	-0.415	-0.025	-0.165	0.072	0.203	-0.249
4647	POA1	-0.045	0.302	-0.175	0.146	0.092	0.112	0.176	-0.215
4648	SCO2	0.358	0.291	0.32	0.138	-0.176	-0.467	-0.26	-0.285
4649	ETR1	0.073	0.156	-0.278	0.127	0.353	0.719	0.432	0.605
4650	YPK3	0.734	0.551	0.116	0.077	-0.13	-0.023	-0.4	-0.331
4651	CYC8	0.13	-1.166	0.03	0.348	0.158	0.636	-0.034	-0.384
4652	RAD16	-0.07	-0.58	-0.333	-0.247	0.076	0.475	0.559	0.234
4653	YBR116C	-0.097	0.239	-0.219	-0.281	-0.036	-0.145	0.071	-0.27
4654	TEF2	0.621	0.705	0.771	0.768	0.62	0.732	0.501	0.522
4655	CBP6	0.086	0.524	-0.01	-0.009	-0.039	-0.127	-0.155	-0.309
4656	MRPL36	0.185	0.733	-0.13	-0.134	0.06	-0.009	0.029	0.45
4657	FTH1	0.63	0.561	0.104	0.122	0.042	-0.019	-0.011	-0.293
4658	YBR209W	-0.637	-0.226	-0.867	-0.415	-0.459	0.193	0.383	-0.217
4659	AME1	0.256	0.612	0.054	0.308	0.247	-0.117	0.075	-0.22
4660	MET8	null	2	null	-1.322	null	null	null	0.585
4661	HPC2	-0.263	-0.422	-0.387	0.049	0.152	0.112	-0.05	-0.318
4662	ATG12	-0.045	-0.213	0.018	0.193	0.189	0.169	0.052	-0.185
4663	RER1	0	0.078	0	-1	null	null	null	null
4664	PGS1	0.283	-0.037	-0.031	-0.058	0.033	0.14	0.343	0.035
4665	LDB16	0.585	0.744	0.143	0.057	0.151	-0.28	0.303	-0.008
4666	YCL007C	0.176	0.652	0.01	-0.168	0.242	-0.108	0.261	-0.137
4667	ILV6	-0.265	-0.244	-0.278	0.173	0.537	0.443	0.388	0.437
4668	GBP2	0.029	0.296	0.372	0.32	0.337	-0.106	-0.149	-0.186
4669	YCR013C	0.888	0.981	0.385	0.07	0.207	0.196	0.514	0.288
4670	CTO1	0.04	0.219	-0.064	0.115	0.082	0.297	-0.108	-0.068
4671	CWH43	-0.399	-0.276	-0.694	-0.152	-0.244	-0.469	-0.567	-0.553
4672	MAK32	-0.066	-0.078	-0.177	-0.085	0.172	0.072	0.213	-0.111
4673	MAK31	-0.211	0.08	-0.692	-0.513	0.219	-0.13	0.51	0.299
4674	YCR022C	0.358	0.26	-0.38	-0.368	-0.084	-0.463	-0.341	-0.382
4675	RDS1	0.369	0.284	0.381	0.326	0.159	0.275	-0.279	-0.011
4676	YCRX01W	0.172	-0.316	-0.248	-0.11	-0.153	0.936	0.082	-0.138
4677	YCRX03C	-0.372	-1.098	-0.214	-0.342	-0.162	0.307	-0.306	-0.447
4678	YCRX05W	-0.13	-0.81	-0.091	0.074	0.071	0.614	-0.087	-0.269
4679	YCRX07W	0.239	0.124	-0.064	-0.189	0.011	-0.405	-0.3	-0.049
4680	YCRX09C	-0.437	-0.222	-0.396	-0.054	-0.139	-0.202	-0.077	-0.222
4681	BRE1	-0.485	0.037	-0.469	-0.126	0.181	-0.046	-0.103	-0.698
4682	RXT3	0.013	0.287	-0.06	0.041	0.046	0.037	0.191	-0.259
4683	MDH3	0.022	0.126	0.008	0.336	0.379	0.135	-0.167	-0.244
4684	THI3	-0.144	-0.812	0.142	0.047	-0.111	0.3	0.17	-0.381
4685	RPL13A	-0.246	0.38	0.69	0.511	0.561	0.244	-0.279	-0.466
4686	SUB2	-0.133	-0.057	0.356	0.379	0.257	0.385	0.171	-0.359
4687	UGA3	0.359	0.066	0.124	0.187	0	0.706	0.427	-0.166
4688	YDL172C	0.307	-0.25	0.27	0.405	0.282	0.117	-0.028	-0.432
4689	DLD1	-0.337	0.273	-0.305	-0.28	-0.541	-0.737	-0.16	-0.133
4690	YDL176W	0.187	-0.027	-0.09	0.059	0.011	0.1	-0.062	-0.024
4691	DLD2	0.045	0.154	-0.118	0.272	0.295	0.272	-0.201	-0.183
4692	YDL180W	0.326	0.214	-0.332	0.055	-0.263	0.085	0.24	-0.047
4693	YDR018C	0	0.585	-0.16	0.459	-0.807	-0.372	0	-0.181
4694	DAS2	-0.048	0.263	-0.074	0.065	0.105	-0.25	-0.159	-0.107
4695	ATG31	-0.713	-0.512	-1.253	-0.916	-0.593	-0.888	-0.57	-0.294
4696	YDR024W	-0.6	0.038	-0.503	-0.02	0.209	-0.112	-0.466	-0.288
4697	NSI1	-0.492	-0.21	-0.371	-0.099	-0.059	0	-0.201	-0.456
4698	REG1	-0.632	-0.276	-0.515	-0.263	-0.453	-0.322	-0.115	-0.339
4699	YDR114C	-0.317	0.076	-0.365	-0.333	0.1	-0.649	-0.021	-0.207
4700	MRPL1	0.422	0.639	0.065	0.191	0.077	-0.127	-0.399	-0.128
4701	APC4	-0.034	0	-0.174	0.406	0.081	0.144	0.018	-0.102
4702	TRM1	-0.059	0.076	0.189	0.364	0.285	0.081	-0.433	-0.104
4703	KIN1	0.446	-0.585	-0.373	-0.185	-0.106	0.501	-0.129	-0.137
4704	YDR124W	-0.023	0.013	-0.427	-0.212	-0.389	-0.094	0.265	0.344
4705	YDR210W	-0.813	-0.037	-0.073	0.12	0.555	0.425	0.253	0.39
4706	TCP1	0.002	0.093	0.043	0.292	0.34	0.305	0.293	0.075
4707	AHA1	-0.793	-0.509	-0.923	-0.53	0.029	0.711	1.323	1.052
4708	ADR1	-0.214	-0.716	-1.082	-0.341	-0.585	0.241	-0.155	-0.296
4709	SPR28	-0.976	-0.631	-1.022	-1.047	-0.268	-0.893	0.477	0.25
4710	YDR220C	-0.807	-0.4	-0.874	-0.367	-0.167	-0.762	-0.214	-0.475
4711	YDR306C	0.089	-0.415	0.022	-0.313	0.392	0.082	0.363	-0.166
4712	SRB7	-0.153	-0.038	-0.158	0.122	0.12	0.261	0.087	-0.106
4713	SUM1	-0.383	-0.635	-0.751	-0.079	-0.606	0.748	-0.276	-0.189
4714	SSF2	-0.124	0.126	0.328	0.454	0.363	0.022	-0.19	-0.373
4715	RAD34	-0.482	-0.666	-0.785	-0.626	-0.26	0.075	-0.303	-0.329
4716	OMS1	-0.313	-0.115	0.031	0.045	0	-0.141	-0.04	-0.022
4717	DIT2	-0.372	-0.432	-0.816	-0.49	-0.429	0	0.652	-0.042
4718	RPB7	0.52	0.578	0.131	0.141	0.164	-0.085	0.082	0.144
4719	PDR15	0.074	0.403	-0.242	0.022	-0.374	0.273	-0.148	-0.104
4720	ADE8	null	3.585	0.807	-0.807	-1	-0.737	1.28	null
4721	STE14	0.582	0.95	-0.077	0.038	0.136	-0.216	0.142	-0.069
4722	RRP17	0.17	0.313	0.288	0.358	0.239	-0.475	-0.38	-0.517
4723	SEC20	0.048	0.211	0.091	0.229	0.201	-0.094	0.061	-0.195
4724	RPL37B	0.131	0.723	0.431	0.467	0.429	0.011	-0.185	-0.008
4725	SAM2	0.465	0.609	-0.015	0.088	0.108	-0.008	0.127	-0.036
4726	SPG3	0.282	-0.091	-0.261	-0.142	0.02	-0.099	0.126	-0.076
4727	GMC1	-0.008	-0.571	-0.371	-0.06	-0.018	0.552	0.052	-0.154
4728	GNP1	-0.099	-0.117	0.231	0.329	0.24	0.609	0.29	0.653
4729	TCA17	-0.431	0.222	0.234	-0.479	-0.177	-0.049	0.61	0.155
4730	RML2	0.032	0.339	0.065	0.013	0.111	0.108	0.225	-0.276
4731	AFG1	-0.058	0.121	-0.014	-0.025	-0.028	0.179	0.174	-0.13
4732	RPL12A	0.07	0.664	0.881	0.362	0.344	0.021	-0.107	-0.239
4733	HAT2	-0.092	-0.294	-0.11	-0.05	0.171	0.155	0.168	-0.193
4734	PCM1	0.323	0.069	0.29	0.223	0.193	-0.072	0.349	0.007
4735	VHR2	-0.059	-0.422	-0.147	0.148	0.28	0.522	0.453	0.044
4736	RRT13	-0.065	-0.171	-0.412	-0.047	-0.036	0.012	0.371	0.133
4737	MOT2	0.195	-0.092	0.206	0.28	-0.015	0.289	0.168	-0.037
4738	RNR1	0.479	-0.311	0.365	0.254	0.306	0.85	0.609	0.101
4739	VTC1	0.802	1.083	0.277	-0.03	0.159	-0.236	-0.081	-0.114
4740	RPS24A	-0.191	0.56	0.599	0.418	0.502	0.067	-0.108	-0.012
4741	BUR6	0.547	0.549	0.227	-0.022	-0.073	-0.427	-0.261	-0.201
4742	SPT2	0.163	0.023	0.269	0.126	0.152	-0.201	-0.373	-0.345
4743	GCG1	-0.43	-0.037	-0.544	-0.094	0.113	0.329	0.807	0.688
4744	PAB1	0.592	0.169	0.574	0.217	0.336	0.185	-0.108	-0.368
4745	BCK2	0.167	-0.468	-0.145	0.135	0.122	0.261	0.022	-0.223
4746	RPH1	0.37	-0.353	0.079	0.184	0	-0.066	-0.407	-0.098
4747	COS4	0.72	0.751	0.29	0.661	0.348	0.012	-0.578	-0.542
4748	YFL064C	0.566	-0.966	0.031	0.379	0.109	1.115	-0.839	-0.752
4749	YFL066C	0.214	-1.077	0.066	0.214	0.203	1.002	-0.385	-0.541
4750	YFL068W	0.398	-1.03	0.278	0.374	0.016	-0.091	-0.429	-0.603
4751	NIC96	-0.051	-0.027	0.17	0.332	-0.017	0.316	0.066	-0.083
4752	RPN11	0.364	0.57	0.205	0.392	0.191	-0.232	-0.244	0.143
4753	AGA2	0.631	0.843	-0.041	0.185	0.075	-0.458	-0.27	-0.794
4754	YGL034C	-0.83	0.263	-0.848	0.531	-0.193	-0.83	-0.181	0.128
4755	YGL036W	-0.345	-0.538	0.099	0.184	0.29	0.847	0.006	0.091
4756	OCH1	0.372	0.076	-0.08	-0.066	-0.006	0.266	0.392	-0.031
4757	HEM2	0.164	0.524	0.295	0.261	0.345	0.15	0.219	-0.068
4758	YGL042C	-0.58	-0.348	-0.316	0.038	0.239	-0.016	-0.098	0.034
4759	CWC23	0.111	0.072	-0.153	0	0.187	0.016	0.165	-0.042
4760	CEG1	0.072	-0.053	0.3	0.281	0.402	0.313	-0.01	-0.22
4761	YGL132W	-0.407	-0.71	-0.339	-0.128	0.152	0.141	0.102	-0.544
4762	PCL10	-0.151	0.14	-0.236	-0.074	0.073	0.066	0.294	-0.055
4763	MRM2	-0.473	-0.413	-0.585	0.012	0.069	0.281	0.44	0.034
4764	YGL138C	-0.495	-0.216	-0.642	-0.604	0.184	-0.652	-0.705	-0.617
4765	SDT1	0.6	0.481	-0.142	-0.122	0.035	0	0.17	-0.075
4766	MTC3	0.451	0.763	0.457	0.132	-0.037	-0.407	-0.132	-0.311
4767	SHE10	0.061	-0.122	0.002	0.375	0.281	0.224	-0.241	-0.194
4768	YGL230C	-0.126	-0.061	-0.652	-0.871	-0.042	-0.263	0.095	-0.077
4769	TAN1	-0.199	0.257	-0.083	0.394	0.49	0.1	-0.199	-0.268
4770	ADE5,7	0.387	-0.427	-0.026	0.321	0.472	0.746	-0.191	0.076
4771	LST7	-0.268	-0.074	-0.278	-0.054	0.131	0.172	0.325	0.412
4772	SPR3	-0.524	0	-1	-0.585	-0.547	-0.485	-0.07	0.267
4773	ADE6	-0.036	-1.472	0.31	0.394	0.348	1.363	-0.013	-0.009
4774	SPT4	0.441	0.77	-0.047	-0.189	-0.007	-0.235	0.175	0.302
4775	VHT1	0.193	0.367	0	0.037	-0.056	-0.038	0.698	0.572
4776	YGR067C	-0.453	-0.133	-0.608	-0.415	-0.706	-0.621	-0.138	0.255
4777	YGR153W	-0.373	0.081	-0.432	-0.311	0.074	0	0.211	0.115
4778	CYS4	-0.025	0.217	0.225	0.404	0.519	0.367	0.339	0.121
4779	CHO2	-0.295	-0.19	-0.293	0.096	0.297	0.784	0.773	0.525
4780	NSR1	-0.222	-2.348	-0.459	0.193	-1	-0.459	-0.322	1.059
