^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS34
!dataset_title = Heat shock from 37°C to 25°C time course
!dataset_description = Heat shock from 37°C to 25°C. Samples collected at 15, 30, 45, 60 and 90 minutes. Included as part of a detailed characterization of global expression programs triggered by environmental stress.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 11102521
!dataset_platform = GPL56
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = spotted DNA/cDNA
!dataset_feature_count = 8448
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 2
!dataset_sample_count = 5
!dataset_value_type = log ratio
!dataset_reference_series = GSE18
!dataset_order = ordered
!dataset_update_date = Nov 03 2005
^SUBSET = GDS34_1
!subset_dataset_id = GDS34
!subset_description = 15 minute
!subset_sample_id = GSM1019
!subset_type = time
^SUBSET = GDS34_2
!subset_dataset_id = GDS34
!subset_description = 30 minute
!subset_sample_id = GSM1020
!subset_type = time
^SUBSET = GDS34_3
!subset_dataset_id = GDS34
!subset_description = 45 minute
!subset_sample_id = GSM1021
!subset_type = time
^SUBSET = GDS34_4
!subset_dataset_id = GDS34
!subset_description = 60 minute
!subset_sample_id = GSM1022
!subset_type = time
^SUBSET = GDS34_5
!subset_dataset_id = GDS34
!subset_description = 90 minute
!subset_sample_id = GSM1023
!subset_type = time
^DATASET = GDS34
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1019 = Value for GSM1019: 25C -- 15 min; src: 37C; src: 25C - 15 min
#GSM1020 = Value for GSM1020: 25C -- 30 min; src: 37C; src: 25C - 30 min
#GSM1021 = Value for GSM1021: 25C -- 45 min; src: 37C; src: 25C - 45 min
#GSM1022 = Value for GSM1022: 25C -- 60 min; src: 37C; src: 25C - 60 min
#GSM1023 = Value for GSM1023: 25C -- 90 min; src: 37C; src: 25C - 90 min
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1019	GSM1020	GSM1021	GSM1022	GSM1023
4155	DBP10	1.497	1.562	1.481	0.999	0.398
4156	AHK1	0.552	0.17	0.728	-0.218	-0.118
4157	ATG20	-0.087	0.424	null	null	-0.39
4158	ACK1	-0.044	null	null	null	-0.321
4159	EMPTY	null	null	null	null	null
4160	EMPTY	null	null	null	null	null
4161	EMPTY	null	null	null	null	null
4162	EMPTY	null	null	null	null	null
4163	EMPTY	null	null	null	null	null
4164	EMPTY	null	null	null	null	null
4165	EMPTY	null	null	null	null	null
4166	EMPTY	null	null	null	null	null
4167	EMPTY	null	null	null	null	null
4168	EMPTY	null	null	null	null	null
4169	EMPTY	null	null	null	null	null
4170	EMPTY	null	null	null	null	null
4171	EMPTY	null	null	null	null	null
4172	EMPTY	null	null	null	null	null
4173	EMPTY	null	null	null	null	null
4174	EMPTY	null	null	null	null	null
4175	EMPTY	null	null	null	null	null
4176	EMPTY	null	null	null	null	null
4177	CY3 0.1X	null	null	null	null	null
4178	3XSSC	null	null	null	null	null
4179	3XSSC	null	null	null	null	null
4180	CY5 0.1X	null	null	null	null	null
4181	3XSSC	null	null	null	null	null
4182	3XSSC	null	null	null	null	null
4183	EMPTY	null	null	null	null	null
4184	EMPTY	null	null	null	null	null
4185	EMPTY	null	null	null	null	null
4186	EMPTY	null	null	null	null	null
4187	EMPTY	null	null	null	null	null
4188	EMPTY	null	null	null	null	null
4189	EMPTY	null	null	null	null	null
4190	EMPTY	null	null	null	null	null
4191	EMPTY	null	null	null	null	null
4192	EMPTY	null	null	null	null	null
4193	EMPTY	null	null	null	null	null
4194	EMPTY	null	null	null	null	null
4195	EMPTY	null	null	null	null	null
4196	EMPTY	null	null	null	null	null
4197	EMPTY	null	null	null	null	null
4198	EMPTY	null	null	null	null	null
4199	EMPTY	null	null	null	null	null
4200	EMPTY	null	null	null	null	null
4201	CY3 0.1X	-7.989	null	-8.62	-8.618	-8.712
4202	3XSSC	null	null	null	null	null
4203	3XSSC	null	null	null	null	null
4204	CY5 0.1X	null	null	null	null	null
4205	3XSSC	null	null	null	null	null
4206	3XSSC	null	null	null	null	null
4207	EMPTY	0.079	null	null	null	null
4208	EMPTY	null	null	null	null	null
4209	EMPTY	null	null	null	null	null
4210	EMPTY	null	null	null	null	null
4211	EMPTY	null	null	null	null	null
4212	EMPTY	null	null	null	null	null
4213	EMPTY	null	null	null	null	null
4214	EMPTY	null	null	null	null	null
4215	EMPTY	null	null	null	null	null
4216	EMPTY	null	null	null	null	null
4217	EMPTY	null	null	null	null	null
4218	EMPTY	null	null	null	null	null
4219	EMPTY	null	null	null	null	null
4220	EMPTY	null	null	null	null	null
4221	EMPTY	null	null	null	null	null
4222	EMPTY	null	null	null	null	null
4223	EMPTY	null	null	null	null	null
4224	EMPTY	null	null	null	null	null
4225	FTH1	0.419	0.539	0.091	1.205	0.977
4226	YBR209W	-1.09	-0.573	-0.073	-1.157	-0.447
4227	AME1	-0.424	-0.074	0.086	-0.203	0.032
4228	MET8	-0.403	-0.756	-0.346	-1.368	-0.68
4229	HPC2	-0.071	-0.287	-0.112	-0.466	-0.469
4230	ATG12	-0.034	-0.056	-0.343	-0.36	-0.455
4231	RER1	0.115	-1.422	-0.568	-1.087	0.087
4232	PGS1	-0.102	-0.404	-0.089	-0.27	-0.373
4233	LDB16	0.346	0.098	0.145	0.557	0.248
4234	YCL007C	null	null	null	null	null
4235	ILV6	0.73	0.012	-0.012	-0.087	1.019
4236	GBP2	0.427	0.368	-1	0.589	0.389
4237	YCR013C	-0.722	-1.222	-1.776	-1.11	-0.027
4238	CTO1	-0.018	null	0.053	-0.634	-0.387
4239	CWH43	null	-0.826	0.663	-0.807	-1.263
4240	MAK32	-0.385	-0.33	-0.498	-0.606	-0.77
4241	MAK31	-0.445	-0.372	-0.666	-0.494	-0.827
4242	YCR022C	-0.545	-0.331	-0.578	-0.595	-0.713
4243	RDS1	0.785	0.135	0.252	-0.799	-0.281
4244	YCRX01W	-0.526	-1.249	-0.137	-1.491	-1.064
4245	YCRX03C	-0.142	-4.966	-0.236	-1.467	-0.692
4246	YCRX05W	0.183	-0.896	0.155	-0.805	-0.402
4247	YCRX07W	-0.427	-0.468	-0.832	-0.646	-0.145
4248	YCRX09C	-0.527	-0.945	-0.327	-1.348	-1.049
4249	BRE1	0.88	1.019	0.492	0.392	0.763
4250	RXT3	0.375	0.404	0.489	-0.328	0.179
4251	MDH3	-0.076	0.01	-0.69	-0.098	0.233
4252	THI3	0.51	0.383	-0.151	0.014	-0.023
4253	RPL13A	0.854	1.332	0.667	2.006	1.346
4254	SUB2	0.547	0.672	0.505	0.918	0.994
4255	UGA3	0.707	0.13	-0.23	0.214	-0.447
4256	YDL172C	0.064	-0.144	-0.214	0.126	0.048
4257	DLD1	0.141	-0.068	-0.514	-0.148	-0.288
4258	YDL176W	-0.032	-0.184	-0.2	-0.695	-0.534
4259	DLD2	0.296	-0.042	0.149	-0.199	0.009
4260	YDL180W	-0.126	-0.346	-0.062	-0.954	0.11
4261	YDR018C	-0.478	-0.616	-0.71	null	-0.968
4262	DAS2	0.422	0.306	-0.173	-0.274	-0.028
4263	ATG31	-0.762	-0.811	-1.23	-0.766	-0.412
4264	YDR024W	0.125	0.318	0.573	0.783	0.363
4265	NSI1	0.254	-0.263	-0.104	-0.196	-0.236
4266	REG1	-0.558	-0.096	-0.272	-0.842	-0.74
4267	YDR114C	-0.282	-0.605	-0.498	-0.415	-0.306
4268	MRPL1	0.191	0.036	-0.191	0.011	0.089
4269	APC4	-0.635	-0.23	-0.374	-0.536	-0.463
4270	TRM1	1.091	1.178	0.997	0.842	0.466
4271	KIN1	-0.676	-0.716	-1.049	-0.276	-0.348
4272	YDR124W	-0.166	-0.772	-0.34	-0.756	-0.714
4273	YDR210W	-0.634	-0.326	-0.605	0.081	-0.583
4274	TCP1	0.541	0.631	0.711	0.272	0.306
4275	AHA1	-0.435	-1.159	-1.209	-0.988	-2.297
4276	ADR1	0.845	-0.623	null	-1.687	0
4277	SPR28	-0.626	-1.164	-1.044	-1.181	-1.753
4278	YDR220C	-0.449	-0.533	-0.709	-0.726	-1.329
4279	YDR306C	0.099	-0.257	-0.173	-0.62	-0.148
4280	SRB7	-0.14	-0.236	-0.359	0.014	-0.38
4281	SUM1	null	0.51	-0.879	-0.477	0.368
4282	SSF2	0.833	0.892	0.903	0.466	0.131
4283	RAD34	0.084	-0.324	-0.522	-1.435	-0.793
4284	OMS1	-0.241	-0.825	-0.238	-0.224	-0.443
4285	DIT2	null	0.889	0.208	-1.818	-0.087
4286	RPB7	0.478	0.273	0.32	0.653	0.616
4287	PDR15	0.058	-1.342	-0.039	-0.122	0.263
4288	ADE8	-0.032	0.04	0.172	0.114	0.287
4289	STE14	0.027	-0.262	0.193	0.361	0.433
4290	RRP17	0.804	0.896	0.871	0.928	0.546
4291	SEC20	-0.399	0.117	-0.301	-0.221	0.067
4292	RPL37B	0.354	0.777	0.731	1.573	1.304
4293	SAM2	-0.273	-0.352	-0.321	-0.098	0.851
4294	SPG3	-0.8	-0.665	-0.454	-0.158	-0.385
4295	GMC1	-0.774	-0.834	-0.077	-0.993	-0.977
4296	GNP1	0.629	0.131	-0.153	0.35	0.872
4297	GEM1	1.455	null	-0.674	null	-0.631
4298	OAF1	null	null	null	null	null
4299	ACS1	1	-1.387	null	null	null
4300	GPB2	0.341	-0.37	null	null	0
4301	ECM1	1.77	1.98	1.472	1.124	0.976
4302	BDH2	-0.297	-0.546	0.074	-0.431	-0.864
4303	URA7	1.66	1.896	1.681	1.113	1.065
4304	PRE7	0.848	0.537	0.127	0.668	0.142
4305	ECM13	null	0.045	-0.41	-1.748	-0.322
4306	COR1	-0.372	-0.344	-0.657	0.695	0.701
4307	EDE1	null	-0.322	-0.355	2	1.087
4308	MOH1	-0.492	-0.546	-1.021	-0.793	-0.941
4309	GAL7	-2.087	-1.041	-1.082	-1.971	-1.1
4310	GAL1	-0.354	-0.043	1.046	1.798	0
4311	POA1	-0.151	-0.244	-0.366	0.013	-0.201
4312	SCO2	-0.583	-0.777	-0.786	-0.603	-0.671
4313	ETR1	-0.766	-1.129	-1.599	-1.407	-0.957
4314	YPK3	0.265	0.458	0.442	-0.335	0.155
4315	CYC8	0.711	0.255	0.076	0.789	0.272
4316	RAD16	0.831	0.17	-0.22	-0.79	-0.582
4317	YBR116C	-1.757	-0.564	-0.366	-0.017	-0.647
4318	TEF2	-0.031	0.493	0.202	1.629	1.145
4319	CBP6	-0.691	-0.71	-0.106	-0.168	-0.07
4320	MRPL36	-0.166	-0.077	-0.399	-0.168	-0.146
4321	TCA17	null	0.894	0.586	0.3	0.418
4322	RML2	0.962	0.632	-1.075	null	0.113
4323	AFG1	null	0.552	1.114	1.054	0.961
4324	RPL12A	0.992	1.242	0.87	1.93	1.717
4325	HAT2	0.879	0.716	null	0.301	0.274
4326	PCM1	0.905	0.115	-0.347	-1.321	0.244
4327	VHR2	0.252	0.292	0.159	0.169	0.093
4328	RRT13	-0.049	0.046	-0.075	-0.029	-0.377
4329	MOT2	0.691	0.598	0.497	1.017	0.26
4330	RNR1	0.131	-0.064	0.623	0.275	0.828
4331	VTC1	0.356	0.45	0.46	0.82	0.831
4332	RPS24A	0.784	1.097	1.147	1.385	1.334
4333	BUR6	-0.039	-0.216	0.256	-0.498	-0.125
4334	SPT2	0.34	0.389	0.207	0.237	-0.048
4335	GCG1	-0.665	null	-0.521	-0.748	-1.099
4336	PAB1	1.215	1.162	1.58	1.309	1.865
4337	BCK2	0.111	0.166	-0.028	-0.104	-0.091
4338	RPH1	1.345	0.369	0.245	-0.27	-0.296
4339	COS4	-0.366	-0.352	0.117	-0.065	0.668
4340	YFL064C	0.022	-0.157	-0.167	-0.534	0.008
4341	YFL066C	-0.058	-0.283	-0.058	-0.457	0.228
4342	YFL068W	-0.329	-0.206	-0.373	-0.244	0.432
4343	NIC96	0.452	0.241	0.686	-0.433	-0.528
4344	RPN11	0.188	-0.12	-0.185	0.476	-0.024
4345	AGA2	-0.352	null	-0.388	0.125	-0.35
4346	YGL034C	1.31	-0.994	0.194	0.696	-0.133
4347	YGL036W	-0.009	0.092	-0.193	-0.431	-0.186
4348	OCH1	-0.024	0.045	0.112	-0.032	0.044
4349	HEM2	-0.058	-0.123	-0.203	-0.316	0.276
4350	YGL042C	-0.414	-0.152	-0.215	0.527	-0.482
4351	CWC23	-0.132	-0.227	-0.257	-0.077	-0.074
4352	CEG1	0.405	0.283	0.015	-0.126	0.044
4353	YGL132W	-0.482	-0.517	-0.837	-1.303	-0.945
4354	PCL10	-0.343	-0.288	-0.57	-0.446	-0.415
4355	MRM2	-0.418	-0.431	-0.522	-0.01	-0.296
4356	YGL138C	-1.025	-0.383	-0.548	-0.845	-1.114
4357	SDT1	1.171	1.005	0.5	0.683	0.316
4358	MTC3	-0.647	-0.38	-0.531	0.101	-0.068
4359	SHE10	-0.055	-0.056	-0.148	0.633	0.054
4360	YGL230C	-0.851	-0.505	-0.705	-0.932	-1.028
4361	TAN1	-0.122	0.019	0.128	0.1	0.133
4362	ADE5,7	1.263	1.106	0.539	1.379	0.903
4363	LST7	0.35	0.431	0.395	-0.429	-0.488
4364	SPR3	0.66	0.174	-0.284	0.205	0.12
4365	ADE6	1.071	0.418	0.357	-0.927	0.852
4366	SPT4	-0.419	0.358	-1.031	0.098	0.288
4367	VHT1	0.397	0.129	0.304	-0.27	0.92
4368	YGR067C	-0.842	null	-0.412	-0.517	-0.36
4369	YGR153W	-0.332	null	-0.774	-0.351	-0.518
4370	CYS4	1.004	0.732	0.858	0.096	0.767
4371	CHO2	-0.023	-0.463	-0.147	-0.047	0.623
4372	NSR1	0.925	0.856	0.822	0.324	0.727
4373	RTS3	0.18	-0.263	-0.806	-0.526	-0.811
4374	GTR2	0.251	0.299	0.087	0.459	0.282
4375	MGA1	-0.178	-0.66	-0.782	-0.712	-0.562
4376	NOP19	0.989	0.663	0.626	0.496	0.266
4377	PUP2	-0.186	-0.312	-0.656	-0.023	-0.157
4378	COQ6	0.043	-0.063	-0.395	-0.323	-0.323
4379	MTM1	0.012	0.367	-0.747	0.301	0.291
4380	YGR259C	-0.218	-0.21	-0.428	null	0.211
4381	YHL049C	-0.097	-0.217	-0.146	-0.651	0.026
4382	OSH7	-0.415	-0.683	-0.682	-0.547	-0.356
4383	TCD1	-0.024	0.149	-0.133	-0.188	-0.363
4384	GPA1	-0.67	-0.17	0.29	0.109	-0.213
4385	ERG11	null	0.218	null	null	0.404
4386	TDA3	1.911	0.042	null	null	-0.136
4387	YHR093W	-1.143	-0.914	null	-2.684	-1
4388	YHR095W	-0.754	-0.286	null	-2.459	-0.307
4389	YHR097C	-0.696	-0.601	null	-0.324	null
4390	TRA1	null	-0.555	null	null	-0.618
4391	BIG1	-0.208	-0.234	-0.416	-0.539	-0.386
4392	SBE22	0.052	0.297	-0.118	-0.179	0.148
4393	GPI16	-0.241	0.071	-0.129	0.97	0.339
4394	ERG9	-0.224	-0.607	-0.448	-0.016	0.435
4395	LNP1	-0.442	-0.38	-0.539	-0.122	-0.023
4396	MDM31	0.563	0.192	-0.194	-1.173	-0.063
4397	UTP9	1.08	0.83	0.851	0.649	0.476
4398	AIM18	-0.34	-0.54	-0.76	-0.477	-0.189
4399	FIS1	null	null	null	null	null
4400	YIL067C	null	null	null	null	null
4401	RPS24B	null	null	null	null	null
4402	PCI8	null	null	null	null	null
4403	SPO22	null	null	null	null	null
4404	RPN2	null	null	null	null	null
4405	SUC2	0.451	-0.628	-0.782	-0.621	0.156
4406	NIT1	-0.184	-0.476	-0.303	-0.522	-0.196
4407	YIL166C	-0.294	-0.634	-0.138	-1.261	-0.603
4408	SDL1	-1.476	-0.696	-0.059	-0.463	-1.111
4409	HXT12	-0.803	-1.003	-0.533	-0.954	-0.625
4410	IMA3	-0.382	-1.148	-0.509	-0.622	null
4411	IRC18	-0.426	-0.7	null	-0.794	-1.214
4412	NUP192	-0.222	-0.115	null	-2.255	-0.248
4413	MHP1	-0.229	-0.354	null	-0.806	0.163
4414	GYP6	0.142	0.599	0.467	0.76	-0.019
4415	AIM22	-0.285	-0.549	-0.806	-0.747	-0.557
4416	UBX6	-0.264	0.012	-0.356	-0.555	-0.333
4417	LCB3	-0.912	-0.501	-0.485	-0.532	0.243
4418	RPS21B	0.674	0.963	0.833	1.433	1.096
4419	TIF2	0.822	0.982	0.721	1.077	1.27
4420	RPB4	0.009	0.056	-0.116	0.375	0.146
4421	YJL142C	-0.225	-0.199	-0.339	0.583	0.086
4422	YJL144W	-0.215	-0.153	-0.494	0.178	0.012
4423	POL31	-0.522	-0.477	-0.226	-0.005	0.033
4424	MHO1	-0.422	-0.717	-1.095	-0.769	-0.443
4425	SPC1	0.375	0.016	0.321	0	0.493
4426	YJR011C	-0.632	-0.734	-0.343	-0.347	-0.45
4427	GPI14	-0.151	-0.313	-0.074	-0.176	0.163
4428	YJR015W	-0.11	0.009	-0.01	0.522	0.533
4429	VPS25	-0.173	-0.252	0.082	-0.19	null
4430	SOD1	0.299	-0.261	-0.142	0.346	0.707
4431	ECM27	-0.057	-0.329	-0.336	-0.831	0.107
4432	ABM1	0.594	-0.318	-0.402	-1.031	-0.047
4433	YMR1	0.181	0	0.086	-0.413	0.022
4434	NNF1	0.485	-0.41	null	null	0.367
4435	UGP1	-1.248	-2	-1.674	-1.071	-0.156
4436	AIM26	-1.518	-0.922	null	-1.251	0.07
4437	PTM1	0.068	-0.25	-0.733	-0.189	0.284
4438	VPS24	-0.468	-0.203	-0.937	0.219	-0.301
4439	PHD1	0.317	-0.407	-0.461	-0.022	0.956
4440	PRI2	-0.571	-0.185	0.327	0.571	0.44
4441	SHE2	-0.736	-0.366	-0.02	0.16	0.082
4442	RMA1	-0.718	0.067	-0.422	-0.221	-0.128
4443	OCT1	0.3	-0.623	0.152	-0.664	-0.096
4444	YKL136W	0.409	0.276	0.376	0.242	0.265
4445	MRPL31	0.044	0.09	0.062	0.211	0.384
4446	TGL1	-0.233	0.323	-0.404	-0.215	-0.027
4447	VPS1	0.196	0.013	0.093	0.063	0.541
4448	OSH6	-0.274	-0.416	-0.365	-0.932	-0.614
4449	YKR005C	0.291	0.017	-0.405	-0.188	-0.543
4450	MEH1	-0.465	-0.271	-0.965	0.195	0.136
4451	FOX2	-0.068	0.193	-0.343	-0.022	-0.422
4452	YKR011C	-0.882	-1.064	-0.92	-0.735	-0.74
4453	PCK1	0.242	-0.416	-0.391	-0.38	-0.429
4454	BAS1	1.392	0.927	0.162	0.377	-0.083
4455	SIR1	-0.469	-0.569	-0.644	-0.58	-0.715
4456	NFT1	0.415	-1.155	0.261	-1.228	-0.585
4457	VBA5	-0.391	-0.258	-0.147	-0.677	-0.597
4458	DNM1	0.052	-0.485	-0.511	-0.555	0.149
4459	YEH2	0.13	0.227	0.513	-0.264	0.019
4460	SDO1	-0.138	-0.038	-0.619	0.25	0.683
4461	UBR2	0.847	0.09	0.463	-0.632	-0.535
4462	SED5	0.215	-0.04	-0.269	-0.119	-0.245
4463	ADE16	0.706	-0.337	-0.7	-0.019	0.02
4464	YLR030W	0.177	-0.221	-0.747	-0.017	-0.335
4465	MSL5	0.424	-0.068	0.218	-0.854	0.003
4466	YLR118C	-0.076	-0.13	-0.013	0.111	0.243
4467	YPS1	-0.129	-0.459	-0.661	-0.146	0.246
4468	YLR122C	-0.123	-1.178	-1.121	-1.266	-0.649
4469	YLR124W	-0.217	-0.996	-0.658	-2.054	-1.158
4470	YLR126C	-0.24	-0.892	-0.193	0.154	-0.052
4471	TUB4	-0.955	-0.851	-0.471	0.76	0.252
4472	FRE1	-0.716	-0.284	-0.174	-0.507	0.625
4473	CPR6	-1.013	-1.483	-2.305	-2.32	-1.991
4474	COA4	-0.761	-0.556	-0.912	-1.057	-0.764
4475	CCC1	0.438	0.29	-0.554	0.929	0.123
4476	UTP13	0.884	0.799	0.945	0.211	0.337
4477	CDA2	-0.092	-1.239	-1.422	-0.691	-1.119
4478	CDC25	1.257	0.389	0.516	-0.075	0.115
4479	ATG39	-0.446	-0.878	-0.338	-1.04	-0.617
4480	CDC3	-0.138	-0.058	-0.159	0.571	-0.112
4481	TAD3	-0.888	-0.455	null	-0.5	-0.172
4482	EST2	0.642	-2.381	null	null	-0.71
4483	SEI1	-0.159	-0.298	-0.232	-0.256	0.025
4484	RPL31B	0.683	0.588	0.364	0.574	0.562
4485	BLS1	-0.378	-0.89	-0.951	-0.409	-0.065
4486	VIP1	0.33	-0.195	-0.358	-1.072	-0.331
4487	BER1	0.442	0.732	0.483	0.519	0.376
4488	PUN1	-0.237	-0.121	-0.164	0.378	-0.394
4489	YML040W	0.801	0.069	0.477	-0.363	-0.155
4490	CAT2	0.254	-0.46	-0.605	-0.89	-0.721
4491	YML045W	0.726	0.098	0.474	-0.429	-0.113
4492	PRM6	0.178	-0.269	-1.093	-1.131	-0.864
4493	RSE1	0.69	0.275	0.45	-0.304	0.444
4494	GAL80	0.671	0.781	-0.08	1.136	0.419
4495	BUD22	1.173	0.684	0.896	0.401	0.122
4496	SOK2	1.582	1.067	0.78	1.123	0.607
4497	YMR018W	0.176	0.141	-0.073	-0.322	-0.673
4498	FMS1	-0.591	-0.774	-0.459	-0.704	-0.316
4499	UBC7	-0.566	-0.568	-0.399	-0.177	-0.182
4500	MRPL3	0.391	0.172	0.138	-0.193	0.297
4501	REC114	-0.491	-1.004	-0.805	-1.391	-0.712
4502	GID8	-0.723	-0.43	-0.409	-0.167	-0.191
4503	PSO2	-0.294	-0.309	-0.119	-0.765	-0.489
4504	RIM11	-0.683	-1.056	-0.933	-0.829	-0.241
4505	YMR141C	-0.475	-0.496	-0.547	-0.018	-0.126
4506	NDE1	0.065	-0.344	-0.051	0.15	0.966
4507	YMR226C	-0.218	-0.385	-0.745	0.363	-0.1
4508	MTF1	-0.451	-0.665	-0.394	-0.489	-0.245
4509	PEP5	0.093	-0.647	-0.134	-1.046	-0.324
4510	TRI1	0.144	0.143	0.44	0.45	0.098
4511	RNA1	0.704	0.893	0.527	0.684	0.392
4512	BCH1	-0.777	-0.598	-0.683	-0.686	-0.437
4513	MRP7	-0.001	-0.185	-0.397	-0.228	-0.202
4514	SIS1	-1.982	-1.78	-1.806	-0.765	-1.707
4515	IDP3	-0.231	-0.266	-0.441	-0.512	-0.4
4516	YNL011C	null	-0.701	-0.684	-0.749	-0.523
4517	YNL013C	0.171	0.722	null	0.567	0.766
4518	PBI2	-0.635	-0.856	-1.538	-1.673	-1.685
4519	AVT4	0.768	0.045	-0.204	-0.485	-0.015
4520	MET4	0.564	0.401	0.3	0.233	-0.199
4521	YNL105W	0.224	-0.04	-0.537	-1.653	-1.053
4522	YAF9	-0.056	-0.65	-0.197	0.036	-0.028
4523	YNL109W	0.07	0.078	0.13	0.523	0.372
4524	CYB5	-0.268	-0.369	-0.621	-0.058	-0.312
4525	WHI3	0.884	0.535	-0.023	0.106	0.169
4526	GCR2	0.138	0.938	0.558	0.323	-0.179
4527	PSY2	1.023	0.219	null	-1.294	-0.363
4528	YNL203C	0.724	0.172	-0.319	-1.448	-0.422
4529	YNL205C	0.311	0.189	0.216	-0.103	-0.573
4530	RIO2	1.97	1.916	-0.162	0.74	0.263
4531	MSB3	0.108	-0.702	0.055	-0.374	-0.301
4532	MRX6	null	-0.249	-0.097	-0.013	-0.254
4533	MON2	0.703	-0.168	0.186	-0.679	0.006
4534	TRF5	0.694	0.52	0.537	0.152	0.046
4535	RPL18B	0.712	0.98	0.412	1.856	1.381
4536	YNL303W	0.273	0.475	0.495	1.377	1.084
4537	LYS9	0.084	0.002	0.383	0.946	1.348
4538	POP2	0.514	0.491	0.35	0.826	0.478
4539	ESF2	0.568	0.708	0.624	0.587	0.237
4540	BIO5	-1.114	0.288	null	-0.392	-0.511
4541	BIO3	-3.127	-0.685	null	null	-1.149
4542	FRE4	-0.058	0.208	-0.208	null	0.284
4543	HST1	0.313	0.416	0.35	0.484	0.412
4544	NBA1	-0.028	-0.05	0.327	0.42	-0.419
4545	THP1	0.233	0.126	0.169	0.054	-0.327
4546	YOL074C	-0.282	-0.521	-0.14	-1.148	-0.846
4547	MDM20	0.133	-0.402	0.11	-0.655	-0.068
4548	AVO1	2.082	1.267	-0.483	null	0.926
4549	BDS1	0.18	-0.76	-0.239	-1.21	0.054
4550	YOL166C	-1.511	-0.073	null	-0.766	-0.385
4551	ALG6	0.303	0.133	-0.021	-0.345	0.236
4552	UTP23	1.178	1.514	1.231	1.554	0.852
4553	TSR3	0.401	0.22	0.357	0.769	0.083
4554	SLG1	0.951	-0.011	0.278	0.636	0.465
4555	ARF3	0.04	0.086	-0.168	0.069	-0.269
4556	RPS7A	0.525	1	0.912	1.717	1.341
4557	NUP1	0.77	0.325	0.571	0.057	0.552
4558	CRC1	-0.536	-0.979	-1.437	-1.117	-0.663
4559	YOR102W	0.007	0.137	-0.054	0.549	0.499
4560	PIN2	0.248	0.335	0.261	-0.174	-0.021
4561	SPR1	-0.079	-0.263	-0.167	null	-0.124
4562	THI72	0.017	0.123	-0.102	-0.295	-0.361
4563	TOA1	0.535	-0.103	0.544	0.345	-0.027
4564	LIP5	-0.667	-0.809	0.163	0.583	-0.056
4565	BFR1	0.252	0.46	0.518	0.434	0.483
4566	YOR200W	0.449	0.666	-0.113	null	-0.015
4567	RDL2	0.011	0.091	-0.204	0.287	0.272
4568	MPD1	-0.671	-0.902	-0.167	-0.385	-0.063
4569	SNF2	0.258	-0.855	0.455	null	0.199
4570	YOR292C	-0.546	-0.749	-0.397	-0.663	-0.011
4571	RRS1	1.143	0.666	1.379	0.727	0.564
4572	YOR296W	0.231	-0.271	0.279	null	-0.197
4573	FIT2	-0.46	-1.078	-1.309	-0.646	-0.191
4574	FRE5	null	null	0.178	0.678	-0.322
4575	PHR1	-0.784	null	null	-1.733	-0.939
4576	FDH1	-0.848	null	null	-1.533	-0.181
4577	FEX1	0.7	-0.152	1.028	0.174	0.9
4578	YOR392W	0.421	-0.673	0.369	-0.697	-0.322
4579	BRO1	0.411	-0.213	0.663	-0.155	0.085
4580	ELP3	1.04	1.052	0.695	0.474	0.336
4581	YPL088W	0.817	-0.09	-0.581	-1.54	-0.664
4582	RPS6A	0.669	0.958	0.445	1.588	1.336
4583	SSU1	0.237	-0.658	-0.55	-1.157	0.065
4584	SEC62	0.705	0.448	0.338	0.861	0.613
4585	TCO89	null	null	0.657	null	null
4586	YPL182C	null	-2.4	0.538	null	-0.709
4587	MRN1	-0.245	0.767	0.379	0.479	0.764
4588	UIP4	-2.065	-2.18	-0.833	-0.315	null
4589	POS5	-0.016	-0.431	-0.227	-0.39	-0.151
4590	NAB3	0.77	0.38	0.272	0.625	0.446
4591	YPL276W	-0.225	-0.453	-0.582	-0.608	-0.75
4592	YPL278C	-0.332	-0.153	-0.249	0.132	-0.709
4593	HSP32	-0.369	-0.289	-0.348	null	-0.37
4594	PAU22	0.045	-0.29	-0.011	-0.296	-0.051
4595	CIT3	0.073	-0.546	-0.449	-0.697	-0.536
4596	YPR003C	-0.242	-0.842	-0.422	-0.666	-0.321
4597	YPR089W	0.624	-0.875	0.548	-2.796	-1.082
4598	NVJ2	0.632	null	0.263	-0.068	0.235
4599	ASR1	-0.345	null	null	-0.995	-0.822
4600	SYT1	0.27	null	null	-1.371	0.354
4601	YPR097W	0.907	0.087	0.14	-0.619	-0.065
4602	YPR099C	-0.199	-0.157	-0.453	-0.184	-0.091
4603	ATG13	-0.369	-0.314	-0.539	-0.388	-0.267
4604	RPO26	null	null	null	null	-0.415
